Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,Water Balance,,Physiology,Renal System,"In a patient with Diabetes Insipidus (with complete absence of ADH), daily GFR is 150 liters. Without treatment, his urine flow will be approximately?",10 L/day,30 L/day,3 L/day,5 L/day,75 L/day,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 In the absence of ADH (Central Diabetes Insipidus), the collecting ducts are impermeable to water. While the proximal tubule and Loop of Henle still reabsorb the majority of the filtrate (~80-90%), the remaining volume is excreted. Urine output in severe DI typically ranges from 10 to 20 Liters/day.
 
 <b>Option B:</b> 30L would imply almost no distal reabsorption, which is physiologically unlikely even in DI.
 
 <b>Option C, D:</b> These are too low for complete ADH absence."
,,Renal Hemodynamics,,Physiology,Renal System,In hemorrhage which part of nephron is most commonly affected,DCT,PCT,LOH,Collecting ducts,Collecting tubules,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Proximal Convoluted Tubule (PCT)</b> (and the thick ascending limb) has the highest metabolic rate and oxygen demand. Therefore, it is the most vulnerable to ischemia and necrosis (ATN) during shock/hemorrhage."
,,Glomerular Filtration,,Physiology,Renal System,Increased oncotic pressure in tubular fluid occurs in:,Increased GFR,Decreased filtration,Increased filtration fraction,Decreased plasma oncotic pressure,None of them,C,Increased Filtration Fraction concentrates plasma proteins in the efferent arteriole/peritubular capillaries.
,,Renal Function Tests,,Physiology,Renal System,Kidney function is best estimated clinically by:,Serum inulin,Serum creatinine,Creatinine clearance,PAH,Urea,C,
,,Glomerular Filtration,,Physiology,Renal System,Negatively charged particles are prevented from entering renal basement membrane. Which of the following component is responsible for prevention of negative compounds?,Proteoglycan,Laminin,Densely packed cells,Lamin of lamina interna,Fibronectin,A,Heparan sulfate proteoglycans (negative charge barrier).
,,Prostaglandins,,Physiology,Renal System,NSAIDS act as anti-inflammatory because it primarily inhibit which of the following?,COX-1,COX-2,COX-3,Lipoxygenase,None of them,B,Anti-inflammatory action is primarily via COX-2 inhibition. (COX-1 is constitutive/gastric protection).
,,Renal Hemodynamics,,Physiology,Renal System,"Patient after RTA massive blood loss, part of nephron that is responsible to bring Blood pressure back to normal.",PCT,Thick ascending loop,Early DCT,Collecting duct,None of them,C,"The response to massive blood loss (hypotension) involves the activation of the RAAS system. The Angiotensin II and Aldosterone secreted act primarily to increase Na+ and water reabsorption in the Proximal Convoluted Tubule and the Collecting Duct (Late DCT), but the Macula Densa in the Early DCT is crucial for sensing Na+ and triggering the initial Renin release, making the DCT key to the RAAS system's effect."
,,Urinary Tract Physiology,,Physiology,Renal System,Patient has a urinary tract infection (UTI) and thickened mucosa of the urinary bladder. What is the primary protective mechanism of the bladder against infections?,Glycocalyx,Thickened mucosa,Thickened submucosa,Urothelial tight junctions,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>The <b>Urothelial Tight Junctions</b> (and the mucin/GAG layer) provide the primary physical barrier preventing bacterial adherence and penetration."
,,Renal Pathophysiology,,Physiology,Renal System,"Patient is passing dilute urine (asthenuria), there is tubuloglomerular concentrating problem, what other factor you will see in this condition?",Fixed specific gravity of urine,Low urinary sodium,High Urinary sodium,High Blood urea,None of them,B,Clearly problem is in concentration of urine so salt that is sodium will be low in urine. In Isothenuria Ans: will be A
,,Renal Hemodynamics,,Physiology,Renal System,"Patient with HTN, has increased GFR. What is the reason for increased GFR.",Increased glomerular hydrostatic pressure,Increased glomerular oncotic pressure,Increased Bowman capsule hydrostatic pressure,Decrease lymphatic flow,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Hypertension transmits pressure to the glomerulus, leading to <b>Increased Glomerular Hydrostatic Pressure</b>, which increases GFR (initially) and causes hyperfiltration injury."
,,Renal Circulation,,Physiology,Renal System,Regarding glomerular capillary pressure?,Increases with afferent arteriolar constriction,Decrease with decreasing oncotic pressure along membrane,Less than most capillaries at heart level,Decrease by 10 percent when BP decrease by 10 percent,None of them,D,"(Note: Glomerular pressure is tightly autoregulated, but if autoregulation limits are exceeded or passive, it follows BP. Option D is the key provided)."
,,Renal Transport,,Physiology,Renal System,Sodium concentration and absorption controlled by?,Aldosterone,Renin,AG-2,ADH,None of them,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Aldosterone</b> acts on the distal tubules and collecting ducts to increase <b>Sodium Reabsorption</b> (and Potassium excretion), thereby regulating total body sodium."
,,Glomerular Filtration,,Physiology,Renal System,The basement membrane normally carries a negative charge. This charge is important in preventing the passage of which substances?,Albumin and other plasma proteins,Red blood cells,White blood cells,Glucose,Electrolytes,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The Glomerular Basement Membrane (GBM) contains Heparan Sulfate, which imparts a <b>Negative Charge</b>. This repels negatively charged plasma proteins, most notably <b>Albumin</b>, preventing their filtration (Charge Barrier)."
,,Renal Transport,,Physiology,Renal System,"The phenomenon where glucose appears in the urine, especially with SGLT2 inhibitors, is referred to as the:",Osmotic Diuresis effect,Glomerular Filtration Load,Loop of Henle effect,Early Tm Splay phenomenon,None of them,D,"The splay phenomenon (Early Tm) refers to the gradient along the proximal tubule where some nephrons begin to excrete glucose slightly earlier than others, an effect enhanced by SGLT2 inhibitors."
,,Renin-Angiotensin System,,Physiology,Renal System,Which of the following causes increase in renin level?,Increase plasma osmolarity,Increase sodium delivery to macula densa,Decrease stretch on cardiac receptor,Exercise,None of them,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>Renin release is stimulated by: 1. Decreased pressure in afferent arteriole (baroreceptors), 2. Decreased Na+ at Macula Densa, 3. Sympathetic stimulation. <b>Decreased Stretch</b> (low pressure) triggers release."
,,Renal Transport,,Physiology,Renal System,Which of the following statements regarding Tmax is correct?,It is the maximum transport of solute,A solute cannot be excreted in urine unless its plasma concentration reaches Tmax,Tmax is same for all solutes,Tmax decreases when renal blood flow increases,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 **Tmax** (Transport Maximum) represents the **maximum rate** (mg/min) at which a substance can be reabsorbed (or secreted) by the renal tubules due to the saturation of carrier proteins.
 
 <b>Option B:</b> This is true for reabsorbed substances (like Glucose) but false for secreted substances.
 
 <b>Option C:</b> Tmax varies for different solutes.
 
 <b>Option D:</b> Tmax is a property of the transporters, not blood flow."
,,Renal Transport,,Physiology,Renal System,Which statement is correct about Tm for glucose in the kidney?,Below Tm -> all glucose excreted,Above Tm -> proportional increase in reabsorption,"Tm represents a maximum rate of reabsorption; beyond this, glucose appears in urine",Tm only applies to urea,None of them,C,"Tm = Transport maximum. Glucose is fully reabsorbed until transporters are saturated (Tm). Above Tm, excess glucose is excreted."
,,Renal Clearance,,Physiology,Renal System,Which substance has the lowest renal clearance?,Glucose,PAH,Inulin,Urea,None of them,A,Glucose clearance is normally zero (fully reabsorbed).
,,,,Physiology,Reproductive System,Which of the following substances cannot cross the placenta?,Carbon dioxide,Water,IgG,Triglycerides,,D,SK-22
,,,,Physiology,Reproductive System,Which respiratory change is typically seen during the third trimester of pregnancy?,Decreased FEV₁/FVC,Increased PaCO₂,Decreased PaO₂,Decreased PaCO₂,,D,SK-22
,,,,Physiology,Reproductive System,Menopause causes decreased ovarian estrogen production with changes in gonadotropin levels. Which hormonal pattern is typical?,"↑ FSH, ↑ LH, ↓ Estrogen",↑ Progesterone,↑ Estrogen,"↓ FSH, ↓ LH",,A,SK-22
,,,,Physiology,Reproductive System,A woman presents with abdominal pain on days 15–18 of her menstrual cycle and undergoes uterine curettage. Which menstrual phase corresponds to these cycle days?,Secretory,Postmenopausal,Premenstrual,Menstrual,,A,SK-22
,,,,Physiology,Reproductive System,During which phase of the uterine cycle does the endometrium become secretory?,Proliferative,Secretory,Postmenopausal,Menstrual,,B,SK-22
,,,,Physiology,Reproductive System,Which of the following is a function of the epididymis?,Sperm production,Ovulation induction,Testosterone synthesis,Sperm maturation and storage,,D,SK-22
,,,,Physiology,Reproductive System,Which hormone influences the formation of the secondary oocyte?,FSH,Hemoglobin,LH,Progesterone,,C,SK-22
,,Female Reproductive System,,Physiology,Reproductive System,"A couple wants to conceive they took advice from you, you will advise them which of the following hormone will confirm the fertile period",LH,FSH,Progesterone,Estrogen,None of them,A,
,,Female Reproductive System,,Physiology,Reproductive System,"During the postpartum period, the uterus undergoes involution (regression in size). Which cellular mechanism primarily contributes to the breakdown of uterine tissue?",Apoptosis,Lysosomal enzyme-mediated autolysis,Necrosis,Fibrosis,None of them,B,
,,Female Reproductive System,,Physiology,Reproductive System,How to confirm ovulation has occurred,A- Estrogen,B- Progesterone,C- Inhibin,D-FSH,E- Pre-ovulatory levels of LH,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>Progesterone</b> is produced by the Corpus Luteum *after* ovulation. Elevated serum progesterone in the mid-luteal phase (Day 21) is the standard test to confirm <b>Ovulation</b>."
,,Reproductive Endocrinology,,Physiology,Reproductive System,"In which cells is aromatase activity highest, converting androgens to estrogens?",Leydig cells,Granulosa (germinal) cells,Sertoli cells,Theca interna,None of them,B,"Granulosa cells express aromatase, convert testosterone/androstenedione (from Theca cells) to estradiol."
,,Puberty,,Physiology,Reproductive System,The first appearance of pubic hair during puberty is called:,Thelarche,Menarche,Pubarche,Adrenarche,None of them,C,Pubarche = appearance of pubic/axillary hair due to adrenal androgen secretion. Thelarche = breast development. Menarche = first menstruation.
,,Male Reproductive System,,Physiology,Reproductive System,Which cells produce inhibin to inhibit FSH?,Lydig cell,Sertoli cell,Mullirian cell,Endothelial cells,None of them,B,
,,Male Reproductive System,,Physiology,Reproductive System,Which form of testosterone is most active at the target tissue?,Testosterone,Estradiol,Androstenedione,Dihydrotestosterone (DHT),None of them,D,"DHT is converted from testosterone by 5-alpha reductase in tissues such as prostate, hair follicles. It binds androgen receptors more strongly."
,,Pregnancy,,Physiology,Reproductive System,Which of the following hormone does the pregnancy urine test detect?,Estrogen,Beta-HCG,LH,FSH,Progesterone,B,
,,Pregnancy,,Physiology,Reproductive System,Which of the following hormones is decreased in normal pregnancy?,Progesterone,Estrogen,Androgens,Cortisol,None of them,C,"(Book Answer C). In pregnancy, maternal androgen levels decrease due to placental aromatization to estrogens, protecting the fetus from androgen excess. [Note: Actually total testosterone increases due to SHBG, but free is normal/low. Placenta converts androgens to estrogen. Text says ""decreased... due to placental aromatization"".]"
